timestamp,rpm,speed,coolant_temp,engine_load,throttle_pos,source_session
2026-09-07 14:47:44.333064,1296.0,0.0,181.4,38.0,23.1,20260907_144740
2026-09-07 14:47:44.533228,1310.0,0.0,181.4,38.4,23.9,20260907_144740
2026-09-07 14:47:44.733426,1310.0,0.0,181.4,38.8,23.9,20260907_144740
2026-09-07 14:47:44.933509,1310.0,0.0,181.4,39.6,23.9,20260907_144740
2026-09-07 14:47:45.133604,1313.0,0.0,181.4,39.6,24.3,20260907_144740
2026-09-07 14:47:45.333739,1308.5,0.0,181.4,40.0,23.9,20260907_144740
2026-09-07 14:47:45.533867,1317.0,0.0,181.4,40.0,24.3,20260907_144740
2026-09-07 14:47:45.734005,1321.0,0.0,181.4,40.4,24.7,20260907_144740
2026-09-07 14:47:45.934144,1325.0,0.0,181.4,40.8,24.7,20260907_144740
2026-09-07 14:47:46.134268,1336.0,0.0,181.4,40.8,24.7,20260907_144740
2026-09-07 14:47:46.334404,1333.0,0.0,181.4,41.2,24.7,20260907_144740
2026-09-07 14:47:46.534530,1341.25,0.0,181.4,41.2,24.7,20260907_144740
2026-09-07 14:47:46.734668,1346.0,0.0,181.4,41.2,24.7,20260907_144740
2026-09-07 14:47:46.934795,1326.5,0.0,181.4,41.2,24.7,20260907_144740
2026-09-07 14:47:47.134935,1349.0,0.0,181.4,41.2,24.7,20260907_144740
2026-09-07 14:47:47.335053,1339.0,0.0,181.4,41.6,24.7,20260907_144740
2026-09-07 14:47:47.535208,1339.0,0.0,181.4,41.2,25.1,20260907_144740
2026-09-07 14:47:47.735374,1342.0,0.0,181.4,41.6,24.7,20260907_144740
2026-09-07 14:47:47.935523,1339.0,0.0,181.4,41.6,24.7,20260907_144740
2026-09-07 14:47:48.135643,1325.75,0.0,181.4,41.6,24.7,20260907_144740
2026-09-07 14:47:48.335784,1333.5,0.0,181.4,41.2,24.7,20260907_144740
2026-09-07 14:47:48.535881,1337.0,0.0,181.4,40.8,24.3,20260907_144740
2026-09-07 14:47:48.736007,1333.5,0.0,181.4,40.0,24.3,20260907_144740
