timestamp,rpm,speed,coolant_temp,engine_load,throttle_pos
2026-09-02T13:06:18.067554,1307.0,0.0,89.6,41.2,24.3
2026-09-02T13:06:18.268659,1310.0,0.0,89.6,41.2,24.3
2026-09-02T13:06:18.468960,1292.75,0.0,89.6,41.2,24.3
2026-09-02T13:06:18.669066,1297.5,0.0,89.6,41.2,24.3
2026-09-02T13:06:18.869176,1295.25,0.0,89.6,41.2,24.3
2026-09-02T13:06:19.069302,1284.25,0.0,89.6,41.2,24.3
2026-09-02T13:06:19.269459,1285.75,0.0,89.6,41.2,24.3
2026-09-02T13:06:19.469545,1282.75,0.0,89.6,41.2,24.3
2026-09-02T13:06:19.669650,1294.5,0.0,89.6,41.2,24.3
2026-09-02T13:06:19.869812,1294.5,0.0,89.6,40.8,24.3
2026-09-02T13:06:20.069997,1298.25,0.0,89.6,40.8,24.3
2026-09-02T13:06:20.270101,1286.5,0.0,89.6,40.8,24.3
2026-09-02T13:06:20.470197,1309.25,0.0,89.6,40.4,24.3
2026-09-02T13:06:20.670301,1296.75,0.0,89.6,40.4,24.3
2026-09-02T13:06:20.870399,1292.75,0.0,89.6,40.8,23.9
2026-09-02T13:06:21.070549,1278.75,0.0,89.6,40.8,24.3
2026-09-02T13:06:21.270656,1292.75,0.0,89.6,40.8,24.3
2026-09-02T13:06:21.470758,1290.5,0.0,89.6,40.8,23.9
2026-09-02T13:06:21.670873,1275.0,0.0,89.6,40.4,23.5
2026-09-02T13:06:21.870978,1261.5,0.0,89.6,40.4,23.5
2026-09-02T13:06:22.071111,1239.75,0.0,89.6,41.6,23.5
2026-09-02T13:06:22.271269,1257.0,0.0,89.6,42.0,23.1
2026-09-02T13:06:22.471364,1267.75,0.0,89.6,40.0,22.7
2026-09-02T13:06:22.671479,1243.75,0.0,89.6,38.4,22.4
2026-09-02T13:06:22.871573,1050.0,0.0,89.6,43.5,22.0
2026-09-02T13:06:23.071692,964.75,0.0,89.6,52.2,22.0
2026-09-02T13:06:23.271833,955.25,0.0,89.6,55.7,21.6
2026-09-02T13:06:23.474611,966.25,0.6,89.6,54.9,21.6
2026-09-02T13:06:23.674711,959.25,1.2,89.6,55.3,21.6
2026-09-02T13:06:23.874818,957.75,1.9,89.6,56.1,17.6
2026-09-02T13:06:24.074917,918.75,1.9,89.6,40.0,17.3
2026-09-02T13:06:24.275026,903.75,2.5,89.6,36.5,18.4
2026-09-02T13:06:24.475153,945.25,2.5,89.6,31.0,18.4
2026-09-02T13:06:24.675321,938.25,2.5,89.6,30.6,18.0
2026-09-02T13:06:24.875420,930.25,2.5,89.6,29.4,18.0
2026-09-02T13:06:25.075601,910.0,2.5,89.6,30.2,18.0
2026-09-02T13:06:25.275698,897.5,3.1,89.6,31.0,18.4
2026-09-02T13:06:25.475791,901.5,3.1,89.6,31.8,18.0
2026-09-02T13:06:25.675884,926.5,3.1,89.6,30.6,18.0
2026-09-02T13:06:25.875985,934.25,3.1,89.6,29.8,18.4
2026-09-02T13:06:26.076095,949.0,3.1,89.6,29.4,18.0
2026-09-02T13:06:26.276197,964.0,3.7,89.6,28.2,18.0
2026-09-02T13:06:26.476292,969.5,3.7,89.6,27.5,18.0
2026-09-02T13:06:26.676383,977.25,3.7,89.6,26.7,18.0
2026-09-02T13:06:26.876491,975.0,4.3,89.6,26.3,18.0
2026-09-02T13:06:27.076591,992.0,4.3,89.6,25.5,18.0
2026-09-02T13:06:27.276706,1017.0,4.3,89.6,23.9,18.0
2026-09-02T13:06:27.476800,1035.75,4.3,89.6,22.7,18.0
2026-09-02T13:06:27.676917,1054.5,5.0,89.6,22.0,18.0
2026-09-02T13:06:27.877024,1067.75,5.0,89.6,21.2,18.4
2026-09-02T13:06:28.077133,1079.5,5.0,89.6,20.8,18.0
2026-09-02T13:06:28.277247,1131.25,5.6,89.6,19.6,18.4
2026-09-02T13:06:28.477561,1138.25,5.6,89.6,18.8,18.4
2026-09-02T13:06:28.677665,1167.75,5.6,89.6,20.8,19.6
2026-09-02T13:06:28.877770,1267.75,5.6,89.6,23.5,21.2
2026-09-02T13:06:29.077884,1396.75,6.2,89.6,26.7,21.6
2026-09-02T13:06:29.277994,1467.75,6.8,89.6,25.5,21.6
2026-09-02T13:06:29.478104,1500.75,6.8,89.6,23.9,22.0
2026-09-02T13:06:29.678208,1590.5,7.5,89.6,22.0,22.0
2026-09-02T13:06:29.878322,1635.0,8.1,89.6,20.4,22.0
2026-09-02T13:06:30.078521,1685.75,8.1,89.6,18.8,21.6
2026-09-02T13:06:30.278553,1720.25,8.7,89.6,16.1,21.2
2026-09-02T13:06:30.478657,1757.75,8.7,89.6,16.1,22.0
2026-09-02T13:06:30.678748,1834.25,9.3,89.6,16.5,22.0
2026-09-02T13:06:30.878856,1864.0,9.3,89.6,16.9,22.0
2026-09-02T13:06:31.078973,1652.25,9.9,89.6,18.8,21.2
2026-09-02T13:06:31.279082,1439.75,9.9,89.6,22.4,20.8
2026-09-02T13:06:31.479175,1410.0,10.6,89.6,23.9,20.8
2026-09-02T13:06:31.679269,1465.5,10.6,89.6,22.7,21.2
2026-09-02T13:06:31.879379,1480.25,11.2,89.6,22.4,21.2
2026-09-02T13:06:32.079476,1510.0,11.2,89.6,21.6,21.2
2026-09-02T13:06:32.279579,1535.0,,89.6,22.0,21.2
2026-09-02T13:06:32.612344,1485.75,11.8,89.6,22.4,21.2
2026-09-02T13:06:32.812440,1496.0,12.4,89.6,23.5,22.4
2026-09-02T13:06:33.012544,1553.75,12.4,89.6,24.7,22.4
2026-09-02T13:06:33.212661,1549.0,13.0,89.6,22.0,21.2
2026-09-02T13:06:33.412768,1487.5,13.0,89.6,22.7,21.2
2026-09-02T13:06:33.612869,1493.75,13.0,89.6,22.4,21.2
2026-09-02T13:06:33.812995,1500.75,13.0,89.6,22.4,20.4
2026-09-02T13:06:34.013125,1479.5,13.0,89.6,20.4,20.4
2026-09-02T13:06:34.213233,1518.75,13.0,89.6,19.2,20.8
2026-09-02T13:06:34.413343,1535.75,13.7,89.6,19.2,20.8
2026-09-02T13:06:34.613448,1521.75,13.7,89.6,18.8,20.8
2026-09-02T13:06:34.813553,1553.0,13.7,89.6,18.4,20.4
2026-09-02T13:06:35.013665,1542.75,13.7,89.6,15.7,16.5
2026-09-02T13:06:35.213790,1520.25,13.7,89.6,7.8,17.3
2026-09-02T13:06:35.413913,1533.5,13.7,89.6,6.7,16.5
2026-09-02T13:06:35.614019,1487.5,13.7,91.4,6.7,16.9
2026-09-02T13:06:35.814158,1476.5,13.7,91.4,6.7,16.5
2026-09-02T13:06:36.014244,1468.75,13.0,91.4,6.7,16.5
2026-09-02T13:06:36.214347,1453.0,13.0,91.4,6.7,16.5
2026-09-02T13:06:36.414443,1411.5,12.4,93.2,7.1,16.5
2026-09-02T13:06:36.614707,1367.0,12.4,93.2,7.1,16.5
2026-09-02T13:06:36.814801,1321.75,11.8,95.0,7.1,16.1
2026-09-02T13:06:37.014894,1280.25,11.8,95.0,7.1,16.1
2026-09-02T13:06:37.215008,1221.0,11.2,95.0,7.1,16.1
2026-09-02T13:06:37.415100,1181.25,10.6,96.8,7.1,15.7
2026-09-02T13:15:07.275161,1139.0,9.9,96.8,7.5,15.7
2026-09-02T13:15:07.475262,1106.25,9.9,96.8,8.2,16.1
2026-09-02T13:15:07.675361,1064.0,9.3,98.6,9.0,16.1
2026-09-02T13:15:07.875459,1054.5,9.3,98.6,10.2,16.1
2026-09-02T13:15:08.075566,1019.5,9.3,98.6,10.6,16.1
2026-09-02T13:15:08.275657,1001.5,8.7,98.6,11.8,16.1
2026-09-02T13:15:08.475778,986.5,8.7,100.4,12.2,16.1
2026-09-02T13:15:08.675864,965.5,8.7,100.4,12.9,16.1
2026-09-02T13:15:08.875970,957.75,8.1,100.4,13.3,16.1
2026-09-02T13:15:09.076060,940.5,8.1,102.2,14.1,16.1
2026-09-02T13:15:09.276188,923.25,8.1,102.2,14.9,16.1
2026-09-02T13:15:09.476300,907.75,8.1,102.2,18.0,17.6
2026-09-02T13:15:09.676396,970.25,7.5,102.2,23.1,18.0
2026-09-02T13:15:09.876492,1067.0,7.5,102.2,22.4,18.4
2026-09-02T13:15:10.076586,1055.25,7.5,102.2,22.0,18.4
2026-09-02T13:15:10.276679,1039.0,7.5,102.2,22.7,18.8
2026-09-02T13:15:10.476788,1066.25,7.5,102.2,24.7,18.8
2026-09-02T13:15:10.676890,1081.25,7.5,102.2,25.1,19.2
2026-09-02T13:15:10.877014,1101.5,7.5,102.2,25.5,19.2
2026-09-02T13:15:11.077123,1132.75,7.5,102.2,25.5,19.6
2026-09-02T13:15:11.277235,1153.75,7.5,102.2,25.5,20.0
2026-09-02T13:15:11.477339,1178.75,7.5,102.2,26.3,20.0
2026-09-02T13:15:11.677462,1232.75,7.5,102.2,26.3,20.4
2026-09-02T13:15:11.877570,1266.25,8.1,102.2,25.9,20.4
2026-09-02T13:15:12.077677,1284.25,8.1,102.2,25.9,20.4
2026-09-02T13:15:12.277791,1293.75,8.1,102.2,25.9,20.4
2026-09-02T13:15:12.477897,1320.25,8.7,102.2,26.3,20.8
2026-09-02T13:15:12.678000,1343.75,8.7,102.2,26.3,20.8
2026-09-02T13:15:12.878115,1365.5,9.3,102.2,25.9,20.8
2026-09-02T13:15:13.078243,1383.5,9.3,102.2,25.9,21.2
2026-09-02T13:15:13.278339,1409.25,9.9,104.0,25.5,21.2
2026-09-02T13:15:13.478494,1432.0,9.9,104.0,24.7,21.2
2026-09-02T13:15:13.678599,1470.25,10.6,104.0,23.9,21.6
2026-09-02T13:15:13.878714,1509.25,11.2,105.8,22.7,21.6
2026-09-02T13:15:14.078824,1497.5,11.2,105.8,23.1,21.2
2026-09-02T13:15:14.278932,1503.75,11.8,105.8,19.6,20.0
2026-09-02T13:15:14.479047,1492.0,12.4,107.6,17.6,19.2
2026-09-02T13:15:14.679154,1469.5,12.4,107.6,12.5,17.3
2026-09-02T13:15:14.879281,1411.5,13.0,107.6,9.0,16.9
2026-09-02T13:15:15.079404,1419.5,13.0,109.4,8.2,16.5
2026-09-02T13:15:15.279508,1420.25,13.0,109.4,7.5,16.5
2026-09-02T13:15:15.479614,1413.25,13.0,109.4,7.1,16.5
2026-09-02T13:15:15.679710,1429.5,13.0,111.2,6.7,16.5
2026-09-02T13:15:15.879828,1428.0,13.0,111.2,6.7,16.5
2026-09-02T13:15:16.079929,1450.75,13.0,111.2,6.7,16.5
2026-09-02T13:15:16.280050,1437.5,13.0,113.0,6.7,16.5
2026-09-02T13:15:16.480151,1443.75,13.0,113.0,6.7,16.5
2026-09-02T13:15:16.680255,1441.25,13.0,114.8,6.7,16.5
2026-09-02T13:15:16.880372,1442.0,13.0,114.8,6.7,16.5
2026-09-02T13:15:17.080487,1448.25,13.0,114.8,6.7,16.5
2026-09-02T13:15:17.280593,1441.25,13.0,114.8,6.7,16.5
2026-09-02T13:15:17.480734,1444.5,13.0,114.8,6.7,16.5
2026-09-02T13:15:17.680830,1438.25,13.0,114.8,6.7,16.5
2026-09-02T13:15:17.880958,1428.75,13.0,114.8,6.7,16.5
2026-09-02T13:15:18.081052,1404.5,13.0,114.8,7.1,16.5
2026-09-02T13:15:18.281165,1392.0,12.4,114.8,7.1,16.5
2026-09-02T13:15:18.481264,1367.0,12.4,114.8,7.1,16.5
2026-09-02T13:15:18.681423,1328.75,12.4,114.8,7.1,16.1
2026-09-02T13:15:18.881523,1299.0,11.8,114.8,7.1,16.1
2026-09-02T13:15:19.081624,1273.25,11.2,114.8,7.5,16.1
2026-09-02T13:15:19.281743,1227.25,11.2,114.8,7.5,16.1
2026-09-02T13:15:19.481853,1207.0,10.6,114.8,7.5,16.1
2026-09-02T13:15:19.681964,1171.0,10.6,113.0,7.5,15.7
2026-09-02T13:15:19.882063,1136.5,10.6,113.0,7.8,15.7
2026-09-02T13:15:20.082195,1110.75,9.9,113.0,8.2,15.7
2026-09-02T13:15:20.282300,1074.0,9.3,113.0,9.0,16.1
2026-09-02T13:15:20.482567,1028.0,9.3,113.0,9.8,16.5
2026-09-02T13:15:20.682519,974.0,8.7,113.0,12.2,16.1
2026-09-02T13:15:20.882630,932.0,8.1,113.0,14.1,16.1
2026-09-02T13:15:21.082723,903.75,7.5,113.0,15.3,16.1
2026-09-02T13:15:21.282823,844.5,6.2,113.0,18.0,16.5
2026-09-02T13:15:21.482926,789.75,5.6,113.0,22.0,16.9
2026-09-02T13:15:21.683048,740.5,5.0,113.0,23.9,16.5
2026-09-02T13:15:21.883181,696.0,4.3,113.0,26.7,16.5
2026-09-02T13:15:22.083275,671.0,3.7,113.0,29.0,16.5
2026-09-02T13:15:22.283387,679.5,3.1,113.0,29.4,16.9
2026-09-02T13:15:22.483495,684.25,3.1,113.0,29.4,16.5
2026-09-02T13:15:22.683615,679.5,2.5,113.0,29.4,16.5
2026-09-02T13:15:22.883709,680.25,2.5,113.0,29.8,16.5
2026-09-02T13:15:23.083806,686.5,2.5,113.0,29.8,16.5
2026-09-02T13:15:23.283901,680.25,2.5,113.0,29.8,16.9
2026-09-02T13:15:23.483997,682.0,2.5,113.0,29.8,16.5
2026-09-02T13:15:23.684103,695.25,3.1,113.0,31.0,16.9
2026-09-02T13:15:23.884215,720.25,3.1,113.0,34.1,17.6
2026-09-02T13:15:24.084361,798.25,3.1,114.8,42.7,20.0
2026-09-02T13:15:24.284457,1022.5,3.7,114.8,38.4,18.8
2026-09-02T13:15:24.484595,1130.25,3.7,114.8,28.2,20.4
2026-09-02T13:15:24.684702,1170.25,4.3,114.8,29.0,20.4
2026-09-02T13:15:24.884833,1226.5,5.0,116.6,27.5,20.4
2026-09-02T13:15:25.084962,1242.75,5.0,116.6,28.6,21.2
2026-09-02T13:15:25.285054,1321.0,5.0,118.4,30.2,21.6
2026-09-02T13:15:25.485146,1365.5,5.6,118.4,28.2,21.6
2026-09-02T13:15:25.685236,1348.25,5.6,118.4,27.8,21.6
2026-09-02T13:15:25.885407,1352.25,5.6,120.2,28.2,21.2
2026-09-02T13:15:26.085528,,6.2,122.0,28.6,22.0
2026-09-02T13:15:26.419798,1353.75,6.2,122.0,28.6,22.4
2026-09-02T13:15:26.619899,1414.75,6.2,122.0,29.8,22.4
2026-09-02T13:15:26.820018,1468.75,6.8,123.8,29.4,24.7
2026-09-02T13:15:27.020132,1631.25,6.8,123.8,31.8,25.9
2026-09-02T13:15:27.220220,1732.0,7.5,125.6,27.5,25.5
2026-09-02T13:15:27.420315,1743.75,8.1,125.6,29.8,28.6
2026-09-02T13:15:27.620425,1864.75,8.1,127.4,34.1,29.8
2026-09-02T13:15:27.820536,1951.5,8.7,127.4,34.9,30.2
2026-09-02T13:15:28.020644,1990.5,9.3,127.4,35.7,30.6
2026-09-02T13:15:28.220738,2009.25,9.9,127.4,36.1,30.6
2026-09-02T13:15:28.420841,2031.25,11.2,129.2,36.9,30.6
2026-09-02T13:15:28.620957,2045.25,11.8,129.2,36.5,30.6
2026-09-02T13:15:28.821086,2065.5,12.4,129.2,36.9,31.0
2026-09-02T13:15:29.021194,2109.25,13.0,129.2,38.0,31.4
2026-09-02T13:15:29.221314,2144.5,13.7,129.2,38.0,31.8
2026-09-02T13:15:29.421404,2178.75,14.3,129.2,38.8,32.2
2026-09-02T13:15:29.621520,2217.75,14.9,129.2,39.2,33.3
2026-09-02T13:15:29.821663,2260.75,15.5,129.2,41.2,34.9
2026-09-02T13:15:30.021810,2267.0,16.2,129.2,41.2,36.1
2026-09-02T13:15:30.221943,2308.5,16.8,129.2,42.4,37.3
2026-09-02T13:15:30.422168,2343.75,17.4,129.2,42.7,37.3
2026-09-02T13:15:30.622267,2389.0,18.0,129.2,43.1,38.0
2026-09-02T13:15:30.822410,2377.25,18.6,127.4,43.5,37.6
2026-09-02T13:15:31.022517,2337.5,19.3,127.4,43.1,36.9
2026-09-02T13:15:31.222610,2378.0,19.9,127.4,43.1,36.5
2026-09-02T13:15:31.422711,2385.75,20.5,127.4,42.4,35.3
2026-09-02T13:15:31.623085,2411.5,21.1,125.6,42.4,35.3
2026-09-02T13:15:31.823193,2475.0,21.7,125.6,42.4,35.3
2026-09-02T13:15:32.023306,2547.5,21.7,125.6,42.0,35.3
2026-09-02T13:15:32.223422,2461.5,22.4,125.6,43.5,37.6
2026-09-02T13:15:32.423528,1950.0,23.0,125.6,42.0,33.7
2026-09-02T13:15:32.623625,1838.25,23.6,125.6,41.2,32.9
2026-09-02T13:15:32.823750,1887.5,24.2,125.6,41.2,34.1
2026-09-02T13:15:33.023875,1928.0,24.2,125.6,41.6,34.9
2026-09-02T13:15:33.223980,1963.25,24.9,125.6,41.6,35.3
2026-09-02T13:15:33.424083,1999.0,25.5,125.6,41.6,35.7
2026-09-02T13:15:33.624201,2035.0,25.5,125.6,42.0,35.7
2026-09-02T13:15:33.824314,2069.5,26.1,125.6,42.0,35.7
2026-09-02T13:15:34.024438,2103.0,26.7,125.6,41.6,34.1
2026-09-02T13:15:34.224545,2137.5,27.3,125.6,41.2,34.1
2026-09-02T13:15:34.424661,2164.75,27.3,125.6,40.8,33.3
2026-09-02T13:15:34.624764,2199.0,28.0,125.6,40.8,34.1
2026-09-02T13:15:34.824892,2232.0,28.0,125.6,40.4,32.9
2026-09-02T13:15:35.025025,2252.25,28.6,125.6,38.0,30.6
2026-09-02T13:15:35.225160,2291.25,29.2,125.6,37.6,29.4
2026-09-02T13:15:35.425267,2310.0,29.2,125.6,35.7,29.4
2026-09-02T13:15:35.625378,2335.0,29.8,125.6,34.9,29.4
2026-09-02T13:15:35.825511,2292.75,29.8,125.6,33.3,28.6
2026-09-02T13:15:36.025619,1985.0,30.4,125.6,32.5,28.6
2026-09-02T13:15:36.225715,1939.0,30.4,125.6,33.7,28.6
2026-09-02T13:15:36.425814,1896.75,30.4,125.6,31.8,26.3
2026-09-02T13:15:36.625923,1880.25,30.4,125.6,29.4,26.7
2026-09-02T13:15:36.826055,1890.5,31.1,125.6,29.8,27.1
2026-09-02T13:15:37.026205,1906.25,31.1,125.6,29.8,27.1
2026-09-02T13:15:37.226297,2056.25,31.1,125.6,29.4,27.5
2026-09-02T13:15:37.426460,1878.75,31.1,125.6,29.4,26.7
2026-09-02T13:15:37.626516,1628.75,31.7,123.8,29.4,23.5
2026-09-02T13:15:37.826617,1622.5,31.7,123.8,27.1,23.9
2026-09-02T13:15:38.026718,1628.0,31.7,123.8,26.3,24.3
2026-09-02T13:15:38.226817,1636.5,31.7,123.8,25.5,24.3
2026-09-02T13:15:38.426931,1646.0,31.7,123.8,25.1,24.3
2026-09-02T13:15:38.627021,1657.0,31.7,123.8,25.1,24.3
2026-09-02T13:15:38.827130,1662.5,32.3,123.8,24.7,24.3
2026-09-02T13:15:39.027242,1668.75,32.3,123.8,24.7,24.3
2026-09-02T13:15:39.227331,1671.75,32.3,123.8,24.3,24.3
2026-09-02T13:15:39.427424,1676.5,32.3,122.0,24.3,24.7
2026-09-02T13:15:39.627515,1685.75,32.3,122.0,24.3,24.7
2026-09-02T13:15:39.827627,1692.0,32.9,122.0,24.3,24.7
2026-09-02T13:15:40.027757,1701.5,32.9,122.0,24.3,24.7
2026-09-02T13:15:40.227857,1707.75,32.9,122.0,24.7,24.7
2026-09-02T13:15:40.430945,1719.5,32.9,123.8,24.7,24.7
2026-09-02T13:15:40.633937,1720.25,33.6,123.8,24.3,24.7
2026-09-02T13:15:40.834113,1727.25,33.6,123.8,24.3,25.1
2026-09-02T13:15:41.034233,1740.5,33.6,123.8,24.7,24.7
2026-09-02T13:15:41.234514,1746.75,33.6,123.8,24.3,25.1
2026-09-02T13:15:41.434593,1760.0,33.6,125.6,24.7,25.1
2026-09-02T13:15:41.634675,1757.0,34.2,125.6,24.7,25.1
2026-09-02T13:15:41.834788,1754.5,34.2,125.6,24.7,25.1
2026-09-02T13:15:42.034891,1761.5,34.2,125.6,24.3,25.1
2026-09-02T13:15:42.234996,1770.25,34.2,125.6,24.7,25.1
2026-09-02T13:15:42.435102,1773.25,34.2,125.6,25.1,25.1
2026-09-02T13:15:42.635197,1776.5,34.2,127.4,25.1,25.1
2026-09-02T13:15:42.835298,1767.75,34.2,127.4,24.7,25.1
2026-09-02T13:15:43.035398,1768.75,34.2,127.4,24.3,25.1
2026-09-02T13:15:43.235494,1746.75,34.8,127.4,24.3,25.1
2026-09-02T13:15:43.435596,1541.25,34.8,129.2,28.2,23.9
2026-09-02T13:15:43.635696,1421.0,34.2,129.2,32.5,23.9
2026-09-02T13:15:43.835799,1406.25,34.8,129.2,34.1,23.9
2026-09-02T13:15:44.035898,1408.5,34.8,131.0,34.1,23.9
2026-09-02T13:15:44.236030,1401.5,34.8,131.0,33.7,22.7
2026-09-02T13:15:44.436128,1399.0,34.8,131.0,31.8,22.7
2026-09-02T13:15:44.636270,1403.75,34.8,132.8,31.8,23.1
2026-09-02T13:15:44.836445,1407.75,34.8,132.8,31.4,23.1
2026-09-02T13:15:45.036547,1411.5,34.8,134.6,31.0,23.1
2026-09-02T13:15:45.236638,1412.5,34.8,136.4,31.4,23.1
2026-09-02T13:15:45.436749,1415.5,34.8,136.4,31.8,23.5
2026-09-02T13:15:45.636858,1424.0,34.8,138.2,32.5,23.5
2026-09-02T13:15:45.836977,1422.5,34.8,138.2,32.5,23.5
2026-09-02T13:15:46.037095,1415.5,34.8,140.0,32.5,23.5
2026-09-02T13:15:46.237193,1418.75,34.8,140.0,32.5,23.5
2026-09-02T13:15:46.437308,1424.0,34.8,140.0,32.5,23.5
2026-09-02T13:15:46.637415,1421.0,34.8,141.8,32.9,23.5
2026-09-02T13:15:46.837538,1420.25,34.8,141.8,32.5,23.5
2026-09-02T13:15:47.037652,1421.0,34.8,141.8,32.2,23.5
2026-09-02T13:15:47.237769,1419.5,34.8,141.8,32.5,23.5
2026-09-02T13:15:47.437884,1420.25,34.8,143.6,32.2,23.5
2026-09-02T13:15:47.637995,1418.75,34.8,143.6,32.2,23.5
2026-09-02T13:15:47.838117,1419.5,34.8,143.6,31.8,23.5
2026-09-02T13:15:48.038238,1423.25,34.8,143.6,31.4,23.5
2026-09-02T13:15:48.238349,1426.5,34.8,143.6,31.4,23.5
2026-09-02T13:15:48.438523,1425.0,34.8,145.4,31.4,23.1
2026-09-02T13:15:48.638630,1425.75,34.8,145.4,31.4,23.1
2026-09-02T13:15:48.838756,1428.75,34.8,145.4,31.0,23.5
2026-09-02T13:15:49.038871,1431.25,34.8,145.4,32.2,24.7
2026-09-02T13:15:49.238984,1463.25,35.4,147.2,40.0,30.2
2026-09-02T13:15:49.439091,1485.0,35.4,147.2,46.7,34.9
2026-09-02T13:15:49.639196,1435.0,35.4,147.2,48.6,32.5
2026-09-02T13:15:49.839310,1435.75,35.4,149.0,46.7,28.2
2026-09-02T13:15:50.039426,1427.25,35.4,149.0,41.2,24.3
2026-09-02T13:15:50.239546,1438.25,35.4,149.0,37.3,24.7
2026-09-02T13:15:50.439651,1437.5,35.4,150.8,35.7,23.9
2026-09-02T13:15:50.639947,1441.25,35.4,150.8,34.9,24.3
2026-09-02T13:15:50.840061,1457.0,35.4,150.8,36.5,25.5
2026-09-02T13:15:51.040177,1460.0,35.4,150.8,38.0,27.5
2026-09-02T13:15:51.240306,1471.0,35.4,152.6,41.2,27.5
2026-09-02T13:15:51.440427,1450.0,35.4,152.6,41.6,27.5
2026-09-02T13:15:51.640589,1447.5,35.4,152.6,42.0,27.5
2026-09-02T13:15:51.840730,1443.75,35.4,152.6,42.4,27.5
2026-09-02T13:15:52.040829,1445.25,35.4,152.6,42.4,27.1
2026-09-02T13:15:52.240912,1442.75,35.4,154.4,42.4,26.7
2026-09-02T13:15:52.441036,1439.75,35.4,154.4,41.6,26.7
2026-09-02T13:15:52.641129,1436.5,35.4,154.4,41.6,25.1
2026-09-02T13:15:52.841235,1420.25,35.4,154.4,36.5,23.9
2026-09-02T13:15:53.041332,1426.5,35.4,154.4,34.9,23.5
2026-09-02T13:15:53.241430,1428.0,35.4,154.4,32.9,23.5
2026-09-02T13:15:53.441545,1428.75,35.4,156.2,32.2,23.5
2026-09-02T13:15:53.641633,1432.0,35.4,156.2,31.8,23.5
2026-09-02T13:15:53.841738,1431.25,35.4,156.2,31.8,23.5
2026-09-02T13:15:54.041837,1435.0,35.4,156.2,31.8,23.5
2026-09-02T13:15:54.241937,1438.25,35.4,156.2,31.8,23.5
2026-09-02T13:15:54.442038,1439.0,35.4,156.2,31.8,23.5
2026-09-02T13:15:54.642133,1435.75,35.4,156.2,31.4,23.5
2026-09-02T13:15:54.842253,1437.5,35.4,156.2,31.4,23.5
2026-09-02T13:15:55.042345,1442.0,35.4,156.2,31.4,23.5
2026-09-02T13:15:55.242505,1441.25,35.4,156.2,31.4,23.9
