timestamp,imu_quat_i,imu_quat_j,imu_quat_k,imu_quat_real,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,obd_rpm,obd_speed,obd_coolant_temp,obd_engine_load,obd_throttle_pos,gnss_fix_quality,gnss_num_satellites,gnss_latitude,gnss_longitude,gnss_altitude_m,gnss_hdop,gnss_speed_knots,gnss_course_deg
2026-09-02 07:44:23.969076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,0.0,185.0,19.2,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:24.092724,0.52581787109375,-0.3524169921875,-0.671142578125,0.38592529296875,-2.74609375,5.453125,1.375,0.001953125,-0.005859375,-0.00390625,830.25,0.0,185.0,19.6,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:24.188264,0.52557373046875,-0.35174560546875,-0.671630859375,0.385986328125,-1.640625,3.4921875,0.72265625,-0.02734375,-0.0078125,-0.0078125,830.25,0.0,185.0,19.6,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:24.280069,0.52557373046875,-0.35174560546875,-0.671630859375,0.38592529296875,-1.234375,2.6484375,0.5625,0.005859375,0.005859375,0.001953125,837.5,0.0,185.0,19.6,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:24.380485,0.52520751953125,-0.35125732421875,-0.67205810546875,0.3861083984375,-0.74609375,1.53125,0.328125,-0.0234375,-0.0078125,-0.009765625,837.5,0.0,185.0,19.6,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:24.486836,0.525146484375,-0.35107421875,-0.67218017578125,0.38616943359375,-0.48046875,0.890625,0.32421875,0.00390625,0.013671875,0.00390625,834.25,0.0,185.0,19.2,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:24.579617,0.52496337890625,-0.350830078125,-0.6724853515625,0.38623046875,-0.21484375,0.5,0.03125,0.01953125,0.0078125,0.005859375,834.25,0.0,185.0,19.2,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:25.122945,0.524658203125,-0.3582763671875,-0.6727294921875,0.38641357421875,-0.18359375,0.25,0.140625,-0.021484375,-0.0078125,-0.001953125,834.25,0.0,185.0,18.8,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:25.223034,0.524658203125,-0.3582763671875,-0.6727294921875,0.38641357421875,-0.18359375,0.25,0.140625,-0.021484375,-0.0078125,-0.001953125,834.25,0.0,185.0,18.8,16.1,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 07:44:25.323294,0.524658203125,-0.3582763671875,-0.6727294921875,0.38641357421875,-0.18359375,0.25,0.140625,-0.021484375,-0.0078125,-0.001953125,842.0,0.0,185.0,18.8,16.1,0.0,0.0,0.0,0.0,,99.99,,
