timestamp,quat_i,quat_j,quat_k,quat_real,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-09-03T16:18:23.117516,0.5,0.5,0.5,0.5,-0.0390625,9.4453125,0.11328125,0.0,0.0,0.0
2026-09-03T16:18:23.266876,0.5,0.5,0.49993896484375,0.5,-0.078125,9.25,0.11328125,-0.001953125,0.001953125,0.0
2026-09-03T16:18:23.345864,0.50006103515625,0.5,0.49993896484375,0.5,-0.0390625,9.140625,0.10546875,0.0,0.0,0.0
2026-09-03T16:18:23.443576,0.4996337890625,0.49981689453125,0.5001220703125,0.50042724609375,-0.03125,8.8984375,0.0703125,-0.00390625,-0.001953125,0.0
2026-09-03T16:18:23.545482,0.499267578125,0.49969482421875,0.50018310546875,0.5008544921875,-0.015625,-0.0234375,0.01953125,0.001953125,0.0,0.001953125
2026-09-03T16:18:23.643148,0.49884033203125,0.4996337890625,0.500244140625,0.501220703125,-0.015625,-0.0234375,-0.015625,0.001953125,0.0,0.0
2026-09-03T16:18:23.745829,0.49847412109375,0.49957275390625,0.50030517578125,0.5015869140625,-0.015625,-0.0234375,-0.015625,0.0,-0.001953125,0.00390625
2026-09-03T16:18:23.844986,0.4981689453125,0.49957275390625,0.5003662109375,0.50189208984375,0.03125,0.0234375,0.01953125,0.001953125,0.0,-0.001953125
2026-09-03T16:18:23.946204,0.49786376953125,0.49951171875,0.5003662109375,0.502197265625,-0.0078125,0.0234375,-0.0234375,0.0,-0.001953125,0.0
2026-09-03T16:18:24.043997,0.49761962890625,0.49945068359375,0.50042724609375,0.50250244140625,-0.0078125,-0.015625,0.01171875,0.0,-0.001953125,0.001953125
2026-09-03T16:18:24.142303,0.49737548828125,0.4993896484375,0.50048828125,0.50274658203125,0.0234375,-0.015625,-0.0234375,0.0,-0.001953125,0.001953125
2026-09-03T16:18:24.244521,0.49725341796875,0.49932861328125,0.50048828125,0.5029296875,0.0234375,-0.015625,0.01171875,0.0,0.001953125,-0.001953125
2026-09-03T16:18:24.345894,0.49700927734375,0.499267578125,0.50054931640625,0.50311279296875,0.0234375,0.0234375,-0.03125,-0.001953125,-0.001953125,0.0
2026-09-03T16:18:24.444780,0.49688720703125,0.4991455078125,0.50067138671875,0.5032958984375,-0.0234375,0.015625,0.00390625,-0.00390625,0.0,0.001953125
