timestamp,imu_quat_i,imu_quat_j,imu_quat_k,imu_quat_real,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,obd_rpm,obd_speed,obd_coolant_temp,obd_engine_load,obd_throttle_pos,gnss_fix_quality,gnss_num_satellites,gnss_latitude,gnss_longitude,gnss_altitude_m,gnss_hdop,gnss_speed_knots,gnss_course_deg
2026-09-02 19:11:45.726223,0.458740234375,0.4676513671875,0.5391845703125,0.529296875,0.0,0.0,0.0,0.0,0.0,0.0,905.0,1.9,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:45.844184,0.4583740234375,0.46783447265625,0.5391845703125,0.5294189453125,-0.23046875,9.11328125,1.30859375,-0.005859375,0.009765625,-0.009765625,900.0,1.9,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.159917,0.45733642578125,0.47161865234375,0.537109375,0.529052734375,0.2578125,-0.1953125,-0.1484375,0.01171875,0.01171875,-0.017578125,896.75,1.2,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.260720,0.4560546875,0.47296142578125,0.536376953125,0.52978515625,0.28515625,0.07421875,-0.1875,0.005859375,0.017578125,-0.017578125,896.75,1.2,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.360466,0.4554443359375,0.473876953125,0.53619384765625,0.52960205078125,0.09375,0.07421875,-0.0078125,0.005859375,0.0078125,-0.021484375,896.0,1.2,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.466909,0.4549560546875,0.47467041015625,0.53582763671875,0.5296630859375,0.0,0.15625,0.03515625,0.0,0.005859375,-0.021484375,896.0,1.2,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.566195,0.4547119140625,0.47491455078125,0.5357666015625,0.52972412109375,-0.0234375,-0.01171875,0.01953125,0.001953125,0.013671875,-0.017578125,897.5,1.2,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.677728,0.4541015625,0.4757080078125,0.5360107421875,0.52935791015625,0.1015625,-0.01953125,-0.0546875,0.00390625,0.015625,-0.009765625,897.5,1.2,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.771039,0.45367431640625,0.47601318359375,0.53619384765625,0.52923583984375,0.0234375,-0.04296875,0.58984375,0.001953125,0.01171875,-0.017578125,897.5,1.2,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.868970,0.453369140625,0.47625732421875,0.53619384765625,0.529296875,-0.04296875,0.046875,0.06640625,0.001953125,0.005859375,-0.017578125,897.5,1.2,161.6,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:46.967415,0.4527587890625,0.4765625,0.536376953125,0.52935791015625,0.0859375,0.00390625,-0.0859375,-0.00390625,0.01171875,-0.021484375,899.0,1.9,163.4,27.5,19.2,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.062928,0.45245361328125,0.47674560546875,0.5364990234375,0.529296875,0.0703125,-0.03515625,-0.03125,-0.00390625,0.015625,-0.017578125,899.0,1.9,163.4,27.5,19.2,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.164122,0.451904296875,0.47711181640625,0.5367431640625,0.52923583984375,0.0234375,0.01953125,0.01171875,-0.001953125,0.013671875,-0.0234375,929.5,1.9,163.4,27.5,20.0,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.265571,0.45098876953125,0.47735595703125,0.537109375,0.52935791015625,0.0625,0.1171875,0.04296875,-0.01171875,0.01171875,-0.025390625,929.5,1.9,163.4,27.5,20.0,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.364235,0.45068359375,0.4775390625,0.5372314453125,0.52935791015625,-0.21875,-0.00390625,-0.0390625,-0.005859375,0.015625,-0.0234375,883.5,1.9,163.4,36.5,20.0,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.464056,0.449462890625,0.47833251953125,0.5374755859375,0.5294189453125,0.00390625,0.0234375,0.13671875,0.0,0.01953125,-0.0234375,883.5,1.9,163.4,36.5,20.0,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.564589,0.4488525390625,0.47869873046875,0.53753662109375,0.529541015625,0.96875,-0.12890625,0.203125,0.0,0.009765625,-0.01171875,927.25,1.9,163.4,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.664284,0.44903564453125,0.47747802734375,0.53900146484375,0.529052734375,0.65234375,-0.21875,0.05078125,-0.00390625,0.259765625,-0.017578125,927.25,1.9,163.4,27.5,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.764988,0.44866943359375,0.477783203125,0.539306640625,0.52874755859375,0.44140625,-0.05859375,0.1015625,0.00390625,0.015625,-0.0234375,914.75,2.5,163.4,27.1,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.865672,0.4481201171875,0.47857666015625,0.5391845703125,0.52862548828125,0.14453125,0.140625,-0.02734375,0.0078125,0.015625,-0.03515625,914.75,2.5,163.4,27.1,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:47.965901,0.44720458984375,0.47930908203125,0.53900146484375,0.5289306640625,-0.125,0.171875,0.09375,-0.005859375,0.013671875,-0.041015625,907.75,2.5,163.4,27.1,20.0,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:48.065769,0.44024658203125,0.4732666015625,0.5382080078125,0.52734375,-0.62109375,0.0625,1.04296875,0.0390625,0.021484375,-0.017578125,907.75,2.5,163.4,27.1,20.0,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:48.167031,0.45098876953125,0.4827880859375,0.5367431640625,0.52484130859375,-0.80078125,0.3203125,0.703125,0.09765625,0.001953125,0.0078125,905.0,3.1,163.4,27.1,17.6,0.0,0.0,0.0,0.0,,99.99,,
2026-09-02 19:11:48.266852,0.45452880859375,-1.517578125,0.5360107421875,0.5228271484375,-0.46484375,0.5703125,-0.35546875,0.07421875,-0.03515625,0.03515625,905.0,3.1,163.4,27.1,17.6,0.0,0.0,0.0,0.0,,99.99,,
